"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
0.22608,0.76501,0.27408,0.46753,0.15737,0.47241,0.67128,0.44285,0.43739,0.44849,0.58866,0.50025,0.5075,0.49348,0.49754,0.46378,0.52658,0.4712,0.57407,0.51966,20.5
0.26712,0.4298,0.28801,0.77669,0.10994,0.24448,0.35893,0.40366,0.47979,0.52213,0.45178,0.49229,0.47917,0.53473,0.49538,0.50239,0.41535,0.47888,0.40747,0.53664,19.6
0.14415,0.21179,0.33523,0.61601,0.19647,0.57168,0.62526,0.24895,0.3841,0.36718,0.74625,0.49899,0.44316,0.46055,0.4805,0.60692,0.51669,0.57115,0.47747,0.79513,20.2
0.076226,0.52927,0.51894,0.60346,0.13914,0.4846,0.57346,0.27513,0.37676,0.37431,0.72166,0.49884,0.46696,0.47438,0.49695,0.52202,0.54086,0.54926,0.54436,0.71505,19.5
0.25998,0.68797,0.25295,0.21813,0.24285,0.85794,0.75755,0.62071,0.54837,0.51525,0.60948,0.50207,0.53205,0.49783,0.50967,0.5405,0.65765,0.56835,0.616,0.59718,18.9
0.2938,0.81744,0.22034,0.39912,0.16825,0.42998,0.72205,0.45215,0.41239,0.43291,0.59228,0.49954,0.51516,0.48552,0.49939,0.44437,0.54508,0.46158,0.6113,0.51217,20.5
0.10039,0.32338,0.51858,0.56828,0.17505,0.88363,0.36397,0.33594,0.53529,0.47015,0.70033,0.49399,0.44109,0.45806,0.50311,0.59001,0.54047,0.61634,0.44255,0.7661,20.7
0.51612,0.55903,0.1377,0.68202,0.15573,0.04944,0.96399,0.29214,0.18048,0.2824,0.61001,0.49805,0.51349,0.48781,0.47307,0.43988,0.34487,0.38178,0.50085,0.40766,21
0.36721,0.84222,0.23317,0.38031,0.16303,0.37308,0.68203,0.4499,0.39847,0.42812,0.57686,0.50013,0.52605,0.50559,0.49142,0.48017,0.4792,0.45609,0.55312,0.43701,20.1
0.8864,0.49646,0.34259,0.91452,0.1352,0.72968,0.56417,0.52335,0.48019,0.48918,0.53127,0.49284,0.53992,0.48104,0.50864,0.3777,0.51853,0.47888,0.56954,0.31554,19
0.39124,0.090095,0.35366,0.27726,0.23234,0.35514,0.90148,0.87136,0.71717,0.69392,0.3498,0.47637,0.45969,0.54635,0.48659,0.73232,0.28285,0.61575,0.17372,0.59807,17.6
0.21492,0.4057,0.57197,0.25179,0.15646,0.65569,0.38364,0.52949,0.58355,0.56098,0.50331,0.4949,0.48679,0.51907,0.50873,0.48261,0.54674,0.51832,0.54187,0.57977,16
0.48361,0.050934,0.32361,0.11959,0.26643,0.85181,0.1535,0.49252,0.68867,0.62206,0.49268,0.4993,0.44712,0.4807,0.51376,0.59345,0.63424,0.58041,0.54952,0.76066,15.3
0.21245,0.32517,0.77284,0.33118,0.14224,0.38752,0.78315,0.8692,0.72825,0.66541,0.46906,0.48236,0.47717,0.44789,0.51637,0.45857,0.53589,0.56153,0.50078,0.507,15.2
0.9318,0.16877,0.45837,0.36687,0.20375,0.20648,0.90663,0.4529,0.33694,0.36437,0.63622,0.4971,0.50095,0.49902,0.48503,0.84017,0.29879,0.58784,0.21707,0.56652,17.1
0.61031,0.26703,0.68738,0.4817,0.1172,0.39826,0.41854,0.50133,0.49094,0.51459,0.45456,0.49465,0.51581,0.48841,0.51617,0.20875,0.59116,0.40101,0.69302,0.37162,14.1
0.94815,0.23428,0.19864,0.09357,0.17728,0.34708,0.26009,0.46322,0.5497,0.6103,0.24049,0.49134,0.48922,0.49059,0.47954,0.089933,0.52129,0.28438,0.72652,0.26203,14
0.66405,0.19333,0.86877,0.019064,0.18318,0.58207,0.65382,0.64954,0.54514,0.58,0.39245,0.48426,0.49649,0.44154,0.52135,0.25811,0.44031,0.43986,0.52028,0.29932,12.1
0.71685,0.60135,0.96557,0.49613,0.086594,0.42934,0.20194,0.92355,0.88754,0.71673,0.77358,0.51502,0.28938,0.34935,0.57181,0.54661,0.90561,0.78884,0.77595,0.96982,12.5
0.99453,9.1282e-07,0.0021522,0.069147,0.75655,0.89823,0.048254,0.003566,0.23593,0.10997,0.99977,0.47642,0.31755,0.21487,0.54925,0.04233,0.99924,0.90065,0.99044,0.99993,11.5
0.90594,0.22343,0.68227,0.7385,0.13244,0.49548,0.38776,0.84717,0.85315,0.68686,0.68063,0.4915,0.44363,0.38897,0.48982,0.66332,0.73572,0.75377,0.56116,0.91012,16
0.30698,0.27248,0.20629,0.68308,0.17027,0.34302,0.57517,0.30726,0.39124,0.40488,0.64683,0.49967,0.47846,0.48802,0.49571,0.49125,0.55579,0.50848,0.55323,0.70095,18.8
0.82009,0.66739,0.097251,0.37765,0.25531,0.86405,0.46174,0.44779,0.5541,0.48912,0.71619,0.50303,0.46008,0.44127,0.50547,0.48582,0.73369,0.64468,0.60918,0.8132,19.6
0.52624,0.76077,0.95906,0.20743,0.064911,0.65153,0.080586,0.43387,0.55671,0.58637,0.35473,0.48659,0.51587,0.58433,0.50823,0.70352,0.37144,0.5198,0.30891,0.40956,11.8
0.2365,0.39404,0.27243,0.70095,0.11691,0.15989,0.70902,0.76594,0.6032,0.69196,0.19136,0.48018,0.53013,0.66402,0.49285,0.63885,0.20509,0.48867,0.15149,0.32134,19.6
0.45555,0.69741,0.38156,0.88677,0.10666,0.042929,0.99649,0.089658,0.085319,0.12911,0.8954,0.50837,0.52914,0.44247,0.45323,0.25627,0.65971,0.27537,0.91461,0.66659,19.4
0.17745,0.91541,0.24056,0.14052,0.22251,0.69348,0.6849,0.55656,0.47775,0.44955,0.67522,0.50244,0.53503,0.46772,0.51363,0.4686,0.69157,0.54583,0.68677,0.57519,18.7
0.082293,0.082479,0.38311,0.5621,0.21117,0.69838,0.53753,0.68723,0.66295,0.64759,0.39948,0.49491,0.49133,0.55843,0.49958,0.67831,0.4724,0.59621,0.34421,0.63135,19
0.30518,0.35829,0.46209,0.78378,0.11762,0.38131,0.52199,0.37124,0.41484,0.44875,0.55301,0.4953,0.49929,0.50845,0.49692,0.45179,0.46345,0.4835,0.49093,0.50817,18.6
0.41899,0.32042,0.20474,0.61033,0.14643,0.1504,0.31721,0.52177,0.51846,0.55889,0.38035,0.50168,0.51349,0.52316,0.49248,0.42354,0.50439,0.4244,0.56582,0.41511,17.4
0.88235,0.55303,0.35049,0.86234,0.12097,0.74905,0.31644,0.38706,0.5541,0.50578,0.59867,0.49934,0.47299,0.4704,0.50597,0.39074,0.6369,0.52919,0.62928,0.64112,19
0.56569,0.35829,0.34065,0.51778,0.15443,0.66969,0.53428,0.48178,0.56865,0.57461,0.41416,0.49751,0.46417,0.54799,0.48488,0.48196,0.5082,0.46,0.56154,0.60845,17.9
0.23893,0.35031,0.65689,0.22083,0.16203,0.23828,0.8393,0.86491,0.71161,0.64726,0.49234,0.48469,0.46865,0.44005,0.51423,0.4939,0.57397,0.57622,0.52732,0.59579,15
0.37622,0.56666,0.88309,0.09469,0.099656,0.35194,0.30371,0.52833,0.52696,0.54955,0.40753,0.49269,0.5297,0.48796,0.50781,0.20179,0.57696,0.38324,0.70414,0.29687,12
0.38174,0.53146,0.99837,0.002101,0.10898,0.60575,0.62042,0.70405,0.57562,0.60589,0.38768,0.48626,0.49678,0.41128,0.50512,0.39014,0.37312,0.48237,0.42636,0.21646,9.8
0.27722,0.91241,0.21156,0.49607,0.12255,0.12742,0.91467,0.69167,0.44143,0.55908,0.3042,0.48787,0.55532,0.6117,0.48892,0.47225,0.31565,0.41113,0.36969,0.28425,22.4
0.066084,0.78901,0.4993,0.28638,0.18268,0.89789,0.80901,0.59958,0.54707,0.52553,0.55853,0.49998,0.52219,0.53851,0.50288,0.60474,0.47296,0.53725,0.48683,0.53974,22.3
0.77903,0.71054,0.13403,0.77168,0.12565,0.42227,0.36014,0.50772,0.50317,0.5558,0.39799,0.48185,0.50111,0.52116,0.49798,0.49926,0.25638,0.4914,0.24366,0.29835,23.2
0.32155,0.58847,0.28633,0.53374,0.1691,0.63079,0.75357,0.43314,0.42946,0.46939,0.50951,0.48654,0.48445,0.54762,0.48059,0.64607,0.23521,0.48359,0.24669,0.45441,22.9
